Carrier,Product,NSPA,TX,OK,PA,WI,OHM,OH-FR,AZ,MO,WV,TN,IA,KS-M,KS-B,TX-M,AR,IN-M,IN-MD,IL-M,IL-MD,Rule Type,Error or Warning,Rule to Enact,Error or Warning Message to Display,"Run in Quote, Application?","Unacceptable Driver/
Unacceptable Vehicle Indicators",Comments/Changes
PRIS,NSPA,X,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"If gross vehicle weight > 25,000
","Vehicles weighing more than 25,000 lbs. are ineligible for this program.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,
PRIS,NSPA,X,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,Underwriting,Warning,"If gross vehicle weight > 15,000","Vehicles weighing more than 15,000 lbs. are ineligible for this program.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 4/27/2023 - Remove OH-FR SJS PRISUAT-1584
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Removed for WV GW-1644
LE 6/12/2025- Removed for TN GW-3777"
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,Underwriting,Warning,"If gross vehicle weight > 10,000
","Vehicles weighing more than 10,000 lbs. are ineligible for this program.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,
PRIS,NSPA,X,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,Underwriting,"Warning
","If vehicle age > 20, error if Other Than Collision and Collision are added",Other Than Collision and Collision aren't eligible for vehicles older than 20 years of age.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 4/27/2023 - Remove for OH Maverick 
SJS 5.23.23 PRISUAT-1585
JAO 7/17/2023 - Remove for MO Maverick
LE 6/12/2025- Removed for TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,Underwriting,"Warning
","If vehicle age > 20 25, error if Other Than Collision and Collision are added",Other Than Collision and Collision aren't eligible for vehicles older than 20 25 years of age.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"MN 12/13/22: New rule for AZ
JAO 4/27/2023 - Add for OH Maverick 
SJS 5.23.23 PRISUAT-1585
JAO 7/17/2023 - Add for MO Maverick
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"If vehicle cost new value > $35,000, error if Other Than Collision and Collision are added","Other Than Collision and Collision aren't eligible for vehicles with a value greater than $35,000.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Underwriting,Warning,"If vehicle cost new value > $50,000, error if Other Than Collision and Collision are added","Other Than Collision and Collision aren't eligible for vehicles with a value greater than $50,000.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 6/12/2025- Removed for TN GW-3777"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,Underwriting,Warning,"If 2010 vehicle or older, and OTC Symbol >21 AND Coverage “OTC” is on vehicle, then set Unacceptable Vehicle Indicator = Yes and display warning message ",Vehicles with Model Year 2010 and prior with Other Than Collision Symbol greater than 21 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,Underwriting,Warning,"If Vehicle Year <= 2010 AND Collision Symbol > 21 AND Coverage “COLL” is on vehicle, then set Unacceptable Vehicle Indicator = Yes and display warning message ",Vehicles with Model Year 2010 and prior with Collision Symbol greater than 21 are not acceptable for this program,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,Underwriting,Warning,"If Vehicle Year <= 2010 AND Collision Symbol > 21 AND Coverage “OTC” is on vehicle, then set Unacceptable Vehicle Indicator = Yes and display warning message",Vehicles with Model Year 2010 and older with Collision Symbol greater than 21 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 6/12/2025- Remvoed forTN GW-3777"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,Underwriting,Warning,"If 2011 vehicle or newer, and OTC Symbol > 45 AND Coverage “OTC” is on vehicle, set Unacceptable Vehicle Indicator = Yes and display message.",Vehicles with Model Year 2011 and newer with Other Than Collision Symbol greater than 45 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,Underwriting,Warning,"If Vehicle Year >= 2011 AND Collision Symbol > 45 AND Coverage “COLL” is on vehicle, then set Unacceptable Vehicle Indicator = Yes and display warning message",Vehicles with Model Year 2011 and newer with Collision Symbol greater than 45 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,Underwriting,Warning,"If Vehicle Year >= 2011 AND Collision Symbol > 45 AND Coverage “OTC” is on vehicle, then set Unacceptable Vehicle Indicator = Yes and display warning message",Vehicles with Model Year 2011 and newer with Collision Symbol greater than 45 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 6/12/2025- Removed for TN GW-3777"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,Underwriting,Warning,"If 2010 vehicle or older, and ""OTC"" OR ""COL"" Symbol >23 AND Coverage “OTC” OR ""COL"" is on vehicle AND noSymbolInd.equalsIgnoreCase(""Yes""), then set Unacceptable Vehicle Indicator = Yes and display warning message ",2010 or older vehicles are ineligible for this program with a Collision or Other Than Collision Symbol greater than 23,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,Underwriting,Warning,"If 2011 vehicle or newer, and ""OTC"" OR ""COL"" Symbol >53 AND Coverage “OTC” OR ""COL"" is on vehicle AND noSymbolInd.equalsIgnoreCase(""Yes""), then set Unacceptable Vehicle Indicator = Yes and display warning message ",2011 or newer vehicles are ineligible for this program with a Collision or Other Than Collision Symbol greater than 53.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - Remove for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Value AND
Vehicle Retail Value > $50,000 AND
Coverage ""OTC"" is on vehicle, trigger warning message","Other Than Collision and Collision aren't eligible for vehicles with a value greater than $50,000.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND 
Vehicle Model Year = 2010 or older AND
OTC Symbol >21 AND
Coverage “OTC” is on vehicle, trigger warning message",Vehicles with Model Year 2010 and prior with Other Than Collision Symbol greater than 21 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND 
Vehicle Model Year = 2010 or older AND
COL Symbol >21 AND
Coverage “COL” is on vehicle, trigger warning message",Vehicles with Model Year 2010 and prior with Collision Symbol greater than 21 are not acceptable for this program,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND 
Vehicle Model Year = 2010 or older AND
COL Symbol >21 AND
Coverage “OTC” is on vehicle, trigger warning message",Vehicles with Model Year 2010 and prior with Collision Symbol greater than 21 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND 
Vehicle Model Year = 2011 or newer AND
OTC Symbol >45 AND
Coverage “OTC” is on vehicle, trigger warning message",Vehicles with Model Year 2011 and newer with Other Than Collision Symbol greater than 45 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND 
Vehicle Model Year = 2011 or newer AND
COL Symbol >45 AND
Coverage “COL” is on vehicle, trigger warning message",Vehicles with Model Year 2011 and newer with Collision Symbol greater than 45 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND 
Vehicle Model Year = 2011 or newer AND
COL Symbol >45 AND
Coverage “OTC” is on vehicle, trigger warning message",Vehicles with Model Year 2011 and newer with Collision Symbol greater than 45 are not acceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND
Vehicle Model Year = 2010 vehicle or older AND
""OTC"" OR ""COL"" Symbol >23 AND 
Coverage “OTC” OR ""COL"" is on vehicle AND noSymbolInd.equalsIgnoreCase(""Yes""), trigger warning message",2010 or older vehicles are ineligible for this program with a Collision or Other Than Collision Symbol greater than 23,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Vehicle Rating Method = Symbol AND
Vehicle Model Year = 2011 or newer AND
""OTC"" OR ""COL"" Symbol >53 AND 
Coverage “OTC” OR ""COL"" is on vehicle AND noSymbolInd.equalsIgnoreCase(""Yes""), trigger warning message",2011 or newer vehicles are ineligible for this program with a Collision or Other Than Collision Symbol greater than 53.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 7/17/2023 - for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,Validation,Warning,"If vehicle = any of the vehicles on the vehicle list, error if COLL or OTC coverage are added",Vehicle is ineligible for Collision and Other Than Collision.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Unacceptable Vehicle Indicator should not = Yes; this has been verified in testing PRISUAT-191,"LE 11/21/23- AZ requirements PRISUAT-1834
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Other Than Collision and Collision are selected, BI and PD cannot be rejected",Vehicles with Other than Collision/Collision must have Bodily Injury and Property Damage coverage.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",No Impact to Unacceptable Vehicle Indicator,
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"On New Business, Rewrite New transactions only: 
If Unacceptable Vehicle Indicator is Yes, and ""Unacceptable Vehicle Override (eligibility only)” is not checked, display this error message for each vehicle that qualifies for these conditions.",Vehicle # <#>:  Not eligible for this program,"Quote, Application - 
New Business, Rewrite-New","No impact to Unacceptable Vehicle Indicator
but uses the indicator as a criteria to run the rule",JAO 4/27/2023 -Remove for OH-FR - no vehicles on FR Bond  SJS PRISUAT-1584
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"If the response to this Underwriting Question = Yes, an error message should be displayed and follow unacceptable risk procedures.

Question: Is any vehicle used as a public or livery conveyance, including any use of the vehicle in conjunction with any transportation network applications or companies (TNC) or as they are sometimes also known as rideshare applications, companies or any other livery companies including the transportation of individuals or any other livery including but not limited to packages, mailings, deliveries, products, food or tangible items for a fee?*",Vehicles used for TNC or Delivery are unacceptable for this program.​,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes on every vehicle,
PRIS,NSPA,X,,NO,,NO,YES,NO,NO,YES,NO,NO,,,,,,,,,,Underwriting,Warning,"If the question ""Does the title for this vehicle have any Salvage History including a Rebuilt or Flood Designation?' is YES, AND vehicle has OTC or COL coverage, trigger warning.","Vehicles with Salvage History, including a Rebuilt or Flood Designation, are unacceptable for Other Than Collision and Collision Coverage.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes on every vehicle,"JAO 4/27/2023 - Add rule for OH Maverick SJS 5.23.23 PRISUAT-1585
JAO 7/17/2023 - Add rule for MO Maverick PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Removed for WV GW-1644"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If the VEHICLE TITLE HISTORY = Flood or Salvage, trigger warning",Vehicles with flood or salvage history are unacceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes on every vehicle,"LE 11/16/23- AZ requirements PRISUAT-1834
LE 9/09/2024- Added WV GW-1644
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If the VEHICLE TITLE HISTORY = Rebuilt AND vehicle has OTC or COLL coverage, trigger warning",Vehicles with Rebuilt Designation are unacceptable for Other Than Collision and Collision Coverage.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes on every vehicle,"LE 11/16/23- AZ requirements PRISUAT-1834
LE 9/09/2024- Added WV GW-1644
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If Vehicle/Risk Question ""Does <Vehicle Make Model VIN> have special equipment i.e. special paint, sound system, or other customizations? (If “Yes”, explain)"" = NO, and
Special Equipment is included on vehicle, trigger error","If Special Equipment Coverage is included, the Special Equipment question must be YES.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,"JAO 2/15/2024 - Added rule based on revised application questions - PRISUAT-1834 / PRISUAT-1833
LE 9/09/2024- Added WV GW-1644
LS 01/13/2025-Removed quote level.
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If Vehicle/Risk Question ""Is <Vehicle Make Model VIN> used for business? (If “Yes”, explain and list all employees)"" = YES, and
Vehicle Use <>
- Business
- Business with TNC
- Business with Delivery, or
- Business with TNC and Delivery","If the Business Use question is YES, the Vehicle Use for at least one this vehicle must include Business.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,"JAO 2/15/2024 - Added rule based on revised application questions - PRISUAT-1834 / PRISUAT-1833
LE 6/27/2024- Updated message PRISUAT-1834
LE 9/09/2024- Added WV GW-1644
LS 01/13/2025-Removed quote level. 
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If Vehicle/Risk Question ""Is <Vehicle Make Model VIN> used for business? (If “Yes”, explain and list all employees)"" = NO, and
Vehicle Use =
- Business
- Business with TNC
- Business with Delivery, or
- Business with TNC and Delivery","If the Business Use question is NO, the Vehicle Use cannot include Business.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,"JAO 2/15/2024 - Added rule based on revised application questions - PRISUAT-1834 / PRISUAT-1833
LE 9/09/2024- Added WV GW-1644
LS 01/13/2025-Removed quote level.
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If the answer to the ""Mexico"" Underwriting Question is YES, trigger warning",This policy does NOT extend coverage to accidents or losses in Mexico. ,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,JAO 2/15/2024 - Added rule based on revised application questions - PRISUAT-1834 / PRISUAT-1833
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Make = Tesla, error if COLL or OTC coverage are added",Vehicle is ineligible for Collision and Other Than Collision.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"LE 6/09/2025- Added for OK GW-3172
AF 07/01/2025 - Added for WI GW-4143"
Condition 3 - Unacceptable Driver Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,If the sum of Total Chargeable Points > 12,Drivers with Total Chargeable Points greater than 12 are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Underwriting,Warning,If the sum of Total Chargeable Points > 16,Drivers with Total Chargeable Points greater than 16 are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,For Driver's where age < 21 AND Total Chargeable Points > 6,Drivers Under 21 with more than 6 Total Chargeable Points in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,Underwriting,Warning,For Driver's where age < 21 AND Total Chargeable Points > 8,Drivers Under 21 with more than 8 Total Chargeable Points in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,For Driver's where age < 21 Years Years Licensed < 5 AND Total Chargeable Points > 8,Drivers Under 21 with less than 5 Years Experience with more than 8 Total Chargeable Points in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/13/22: New rule for KS Maverick.
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"For each listed driver, total losses > 2 AND Ignore Indicator is not checked",Drivers with more than 2 Total Losses in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,Underwriting,Warning,"For each listed driver, where loss date < term effective date - 3 yr, AND total losses > 3 AND Ignore Indicator is not checked
",Drivers with more than 3 Total Losses in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
